phase,trade_id,action,entry_time,exit_time,entry_price,exit_price,size,stop_loss,take_profit,pnl,pnl_pct,net_pnl,net_pnl_pct,exit_reason,conviction,regime,reasoning
baseline,BT-202509170800-69,LONG,2025-09-17T08:00:00+00:00,2025-09-17T18:45:00+00:00,117120.5,114778.09,0.01816509,114778.09,122976.525,-42.55008847,-0.02,-46.34130986,-0.00926826,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=22.0, hurst=1.00"
baseline,BT-202509180400-70,LONG,2025-09-18T04:00:00+00:00,2025-09-19T19:30:00+00:00,117531.3,115180.674,0.02867655,115180.674,123407.865,-67.40784402,-0.02,-73.4138964,-0.01468278,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=17.9, hurst=1.00"
baseline,BT-202510090000-71,LONG,2025-10-09T00:00:00+00:00,2025-10-09T14:45:00+00:00,123237.4,120772.652,0.05339538,120772.652,129399.27,-131.60615606,-0.02,-143.33229089,-0.02866646,STOP_LOSS,93,BULL_TREND,"BULL_TREND: state_conf=0.62, trend_strength=1.00, adx=33.1, hurst=1.00"
baseline,BT-202510100800-72,LONG,2025-10-10T08:00:00+00:00,2025-10-10T15:30:00+00:00,120886.1,118468.378,0.05334527,118468.378,126930.405,-128.97403287,-0.02,-140.465645,-0.02809313,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.82, trend_strength=1.00, adx=20.1, hurst=1.00"
baseline,BT-202510121600-73,LONG,2025-10-12T16:00:00+00:00,2025-10-14T10:00:00+00:00,113119.0,110856.62,0.05586796,110856.62,118774.95,-126.39455534,-0.02,-137.6563355,-0.02753127,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=46.2, hurst=1.00"
baseline,BT-202510141200-74,LONG,2025-10-14T12:00:00+00:00,2025-10-16T15:30:00+00:00,111241.4,109016.572,0.05567471,109016.572,116803.47,-123.8666537,-0.02,-134.90319732,-0.02698064,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.96, trend_strength=1.00, adx=41.6, hurst=1.00"
baseline,BT-202510170400-75,LONG,2025-10-17T04:00:00+00:00,2025-10-17T06:30:00+00:00,109121.9,106939.462,0.00700824,106939.462,114577.995,-15.29504929,-0.02,-16.65784124,-0.00333157,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.77, trend_strength=1.00, adx=41.0, hurst=1.00"
baseline,BT-202510191600-76,SHORT,2025-10-19T16:00:00+00:00,2025-10-20T05:15:00+00:00,108429.6,110598.192,0.05583504,110598.192,103008.12,-121.08342106,-0.02,-132.08992826,-0.02641799,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=41.4, hurst=1.00"
baseline,BT-202510200800-77,SHORT,2025-10-20T08:00:00+00:00,2025-10-21T15:45:00+00:00,111126.2,113348.724,0.05339054,113348.724,105569.89,-118.66175652,-0.02,-129.44813392,-0.02588963,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=32.7, hurst=1.00"
baseline,BT-202510212000-78,SHORT,2025-10-21T20:00:00+00:00,2025-10-24T20:00:00+00:00,111720.7,110571.4,0.0520443,113955.114,106134.665,59.81451399,0.01028726,49.40239289,0.00988048,MAX_DURATION,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=24.7, hurst=1.00"
baseline,BT-202510250000-79,SHORT,2025-10-25T00:00:00+00:00,2025-10-26T11:30:00+00:00,110965.4,113184.708,0.05293759,113184.708,105417.13,-117.48481699,-0.02,-128.16421035,-0.02563284,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=15.3, hurst=1.00"
